     1	164.095
     2	165.183
     3	166.32
     4	167.43
     5	168.462
     6	169.389
     7	170.212
     8	170.95
     9	171.624
    10	172.245
    11	172.802
    12	173.269
    13	173.605
    14	173.779
    15	173.779
    16	173.621
    17	173.351
    18	173.023
    19	172.69
    20	172.375
    21	172.072
    22	171.749
    23	171.367
    24	170.898
    25	170.338
    26	169.718
    27	169.086
    28	168.499
    29	167.999
    30	167.608
    31	167.316
    32	167.094
    33	166.899
    34	166.694
    35	166.461
    36	166.207
    37	165.962
    38	165.77
    39	165.671
    40	165.691
    41	165.829
    42	166.053
    43	166.315
    44	166.56
    45	166.746
    46	166.86
    47	166.914
    48	166.942
    49	166.985
    50	167.071
    51	167.206
    52	167.37
    53	167.527
    54	167.641
    55	167.688
    56	167.672
    57	167.616
    58	167.557
    59	167.529
    60	167.55
    61	167.615
    62	167.702
    63	167.782
    64	167.834
    65	167.857
    66	167.87
    67	167.906
    68	168.003
    69	168.189
    70	168.475
    71	168.85
    72	169.288
    73	169.755
    74	170.224
    75	170.681
    76	171.134
    77	171.605
    78	172.124
    79	172.71
    80	173.362
    81	174.051
    82	174.727
    83	175.329
    84	175.809
    85	176.14
    86	176.333
    87	176.429
    88	176.49
    89	176.57
    90	176.704
    91	176.891
    92	177.1
    93	177.285
    94	177.4
    95	177.42
    96	177.351
    97	177.224
    98	177.084
    99	176.975
   100	176.919
   101	176.911
   102	176.919
   103	176.902
   104	176.817
   105	176.64
   106	176.367
   107	176.014
   108	175.617
   109	175.214
   110	174.833
   111	174.485
   112	174.157
   113	173.816
   114	173.421
   115	172.94
   116	172.36
   117	171.697
   118	170.986
   119	170.274
   120	169.601
   121	168.988
   122	168.43
   123	167.907
   124	167.392
   125	166.869
   126	166.343
   127	165.84
   128	165.399
   129	165.054
   130	164.825
   131	164.711
   132	164.694
   133	164.743
   134	164.827
   135	164.928
   136	165.04
   137	165.174
   138	165.345
   139	165.568
   140	165.846
   141	166.161
   142	166.482
   143	166.765
   144	166.97
   145	167.074
   146	167.08
   147	167.014
   148	166.922
   149	166.848
   150	166.82
   151	166.843
   152	166.897
   153	166.951
   154	166.975
   155	166.955
   156	166.897
   157	166.826
   158	166.775
   159	166.766
   160	166.809
   161	166.89
   162	166.986
   163	167.07
   164	167.124
   165	167.149
   166	167.167
   167	167.211
   168	167.318
   169	167.516
   170	167.819
   171	168.218
   172	168.687
   173	169.192
   174	169.703
   175	170.2
   176	170.685
   177	171.177
   178	171.703
   179	172.284
   180	172.924
   181	173.598
   182	174.259
   183	174.852
   184	175.33
   185	175.675
   186	175.898
   187	176.04
   188	176.158
   189	176.305
   190	176.514
   191	176.789
   192	177.109
   193	177.434
   194	177.721
   195	177.939
   196	178.077
   197	178.141
   198	178.146
   199	178.106
   200	178.026
   201	177.898
   202	177.705
   203	177.427
   204	177.047
   205	176.566
   206	175.999
   207	175.371
   208	174.718
   209	174.07
   210	173.446
   211	172.851
   212	172.278
   213	171.714
   214	171.146
   215	170.572
   216	169.998
   217	169.44
   218	168.912
   219	168.423
   220	167.967
   221	167.524
   222	167.068
   223	166.576
   224	166.035
   225	165.449
   226	164.831
   227	164.204
   228	163.591
   229	163.009
   230	162.464
   231	161.952
   232	161.465
   233	161.003
   234	160.583
   235	160.236
   236	160.009
   237	159.948
   238	160.087
   239	160.435
   240	160.968
   241	161.633
   242	162.364
   243	163.097
   244	163.79
   245	164.427
   246	165.018
   247	165.588
   248	166.163
   249	166.755
   250	167.354
   251	167.925
   252	168.423
   253	168.797
   254	169.015
   255	169.068
   256	168.972
   257	168.767
   258	168.5
   259	168.213
   260	167.922
   261	167.621
   262	167.279
   263	166.86
   264	166.335
   265	165.702
   266	164.984
   267	164.228
   268	163.489
   269	162.818
   270	162.245
   271	161.78
   272	161.415
   273	161.128
   274	160.904
   275	160.737
   276	160.641
   277	160.639
   278	160.759
   279	161.017
   280	161.413
   281	161.925
   282	162.511
   283	163.122
   284	163.712
   285	164.249
   286	164.724
   287	165.144
   288	165.53
   289	165.901
   290	166.27
   291	166.632
   292	166.972
   293	167.263
   294	167.483
   295	167.615
   296	167.655
   297	167.609
   298	167.491
   299	167.307
   300	167.059
   301	166.733
   302	166.313
   303	165.784
   304	165.139
   305	164.386
   306	163.541
   307	162.626
   308	161.661
   309	160.656
   310	159.609
   311	158.517
   312	157.381
   313	156.213
   314	155.047
   315	153.934
   316	152.932
   317	152.096
   318	151.458
   319	151.023
   320	150.764
   321	150.637
   322	150.588
   323	150.576
   324	150.578
   325	150.597
   326	150.654
   327	150.777
   328	150.987
   329	151.285
   330	151.648
   331	152.035
   332	152.394
   333	152.688
   334	152.899
   335	153.041
   336	153.153
   337	153.291
   338	153.506
   339	153.831
   340	154.263
   341	154.765
   342	155.278
   343	155.743
   344	156.115
   345	156.388
   346	156.587
   347	156.761
   348	156.963
   349	157.229
   350	157.566
   351	157.952
   352	158.345
   353	158.702
   354	158.991
   355	159.21
   356	159.381
   357	159.543
   358	159.742
   359	160.012
   360	160.371
   361	160.812
   362	161.308
   363	161.821
   364	162.319
   365	162.78
   366	163.205
   367	163.614
   368	164.039
   369	164.508
   370	165.04
   371	165.634
   372	166.27
   373	166.916
   374	167.535
   375	168.101
   376	168.597
   377	169.016
   378	169.355
   379	169.61
   380	169.772
   381	169.832
   382	169.787
   383	169.639
   384	169.403
   385	169.099
   386	168.749
   387	168.369
   388	167.97
   389	167.549
   390	167.097
   391	166.601
   392	166.052
   393	165.453
   394	164.824
   395	164.209
   396	163.66
   397	163.233
   398	162.96
   399	162.839
   400	162.835
   401	162.887
   402	162.934
   403	162.936
   404	162.881
   405	162.791
   406	162.71
   407	162.683
   408	162.738
   409	162.879
   410	163.077
   411	163.287
   412	163.456
   413	163.542
   414	163.523
   415	163.404
   416	163.211
   417	162.981
   418	162.753
   419	162.553
   420	162.382
   421	162.222
   422	162.036
   423	161.785
   424	161.447
   425	161.025
   426	160.549
   427	160.069
   428	159.637
   429	159.29
   430	159.044
   431	158.888
   432	158.797
   433	158.743
   434	158.71
   435	158.7
   436	158.731
   437	158.83
   438	159.022
   439	159.321
   440	159.723
   441	160.209
   442	160.745
   443	161.296
   444	161.838
   445	162.358
   446	162.863
   447	163.375
   448	163.919
   449	164.515
   450	165.17
   451	165.871
   452	166.587
   453	167.286
   454	167.935
   455	168.517
   456	169.026
   457	169.466
   458	169.847
   459	170.174
   460	170.45
   461	170.671
   462	170.834
   463	170.935
   464	170.974
   465	170.955
   466	170.881
   467	170.76
   468	170.593
   469	170.377
   470	170.101
   471	169.749
   472	169.311
   473	168.786
   474	168.194
   475	167.57
   476	166.958
   477	166.395
   478	165.899
   479	165.456
   480	165.033
   481	164.588
   482	164.095
   483	163.56
   484	163.024
   485	162.551
   486	162.209
   487	162.052
   488	162.098
   489	162.334
   490	162.716
   491	163.18
   492	163.658
   493	164.092
   494	164.442
   495	164.695
   496	164.861
   497	164.972
   498	165.062
   499	165.152
   500	165.238
   501	165.284
   502	165.239
   503	165.049
   504	164.683
   505	164.14
   506	163.456
   507	162.693
   508	161.925
   509	161.217
   510	160.609
   511	160.111
   512	159.708
   513	159.373
   514	159.089
   515	158.849
   516	158.665
   517	158.561
   518	158.559
   519	158.673
   520	158.9
   521	159.219
   522	159.597
   523	159.99
   524	160.359
   525	160.673
   526	160.919
   527	161.097
   528	161.221
   529	161.31
   530	161.383
   531	161.452
   532	161.521
   533	161.582
   534	161.629
   535	161.653
   536	161.661
   537	161.67
   538	161.705
   539	161.797
   540	161.967
   541	162.223
   542	162.561
   543	162.967
   544	163.429
   545	163.941
   546	164.501
   547	165.111
   548	165.766
   549	166.451
   550	167.142
   551	167.811
   552	168.442
   553	169.03
   554	169.586
   555	170.135
   556	170.704
   557	171.306
   558	171.938
   559	172.578
   560	173.188
   561	173.727
   562	174.163
   563	174.482
   564	174.688
   565	174.807
   566	174.878
   567	174.944
   568	175.034
   569	175.159
   570	175.303
   571	175.433
   572	175.506
   573	175.487
   574	175.353
   575	175.107
   576	174.772
   577	174.384
   578	173.98
   579	173.59
   580	173.217
   581	172.843
   582	172.441
   583	171.983
   584	171.464
   585	170.902
   586	170.336
   587	169.818
   588	169.395
   589	169.095
   590	168.918
   591	168.84
   592	168.823
   593	168.827
   594	168.83
   595	168.828
   596	168.839
   597	168.891
   598	169.016
   599	169.234
   600	169.55
   601	169.948
   602	170.396
   603	170.855
   604	171.296
   605	171.699
   606	172.068
   607	172.42
   608	172.783
   609	173.177
   610	173.613
   611	174.083
   612	174.563
   613	175.022
   614	175.432
   615	175.773
   616	176.039
   617	176.232
   618	176.357
   619	176.421
   620	176.423
   621	176.367
   622	176.26
   623	176.118
   624	175.959
   625	175.807
   626	175.679
   627	175.585
   628	175.525
   629	175.49
   630	175.464
   631	175.431
   632	175.381
   633	175.314
   634	175.239
   635	175.18
   636	175.166
   637	175.226
   638	175.375
   639	175.608
   640	175.899
   641	176.211
   642	176.512
   643	176.788
   644	177.052
   645	177.34
   646	177.696
   647	178.156
   648	178.734
   649	179.409
   650	-179.869
   651	-179.163
   652	-178.532
   653	-178.017
   654	-177.631
   655	-177.36
   656	-177.174
   657	-177.036
   658	-176.92
   659	-176.818
   660	-176.744
   661	-176.728
   662	-176.802
   663	-176.99
   664	-177.293
   665	-177.692
   666	-178.148
   667	-178.614
   668	-179.048
   669	-179.426
   670	-179.751
   671	179.955
   672	179.656
   673	179.315
   674	178.91
   675	178.442
   676	177.931
   677	177.416
   678	176.934
   679	176.512
   680	176.162
   681	175.878
   682	175.646
   683	175.454
   684	175.299
   685	175.19
   686	175.146
   687	175.18
   688	175.302
   689	175.506
   690	175.775
   691	176.085
   692	176.412
   693	176.741
   694	177.063
   695	177.379
   696	177.693
   697	178.006
   698	178.313
   699	178.602
   700	178.854
   701	179.052
   702	179.185
   703	179.251
   704	179.259
   705	179.223
   706	179.163
   707	179.088
   708	178.996
   709	178.872
   710	178.685
   711	178.407
   712	178.019
   713	177.522
   714	176.94
   715	176.32
   716	175.711
   717	175.154
   718	174.666
   719	174.234
   720	173.829
   721	173.422
   722	173.002
   723	172.587
   724	172.225
   725	171.978
   726	171.906
   727	172.047
   728	172.406
   729	172.95
   730	173.619
   731	174.347
   732	175.072
   733	175.752
   734	176.365
   735	176.912
   736	177.402
   737	177.849
   738	178.256
   739	178.613
   740	178.894
   741	179.063
   742	179.081
   743	178.922
   744	178.584
   745	178.092
   746	177.495
   747	176.855
   748	176.227
   749	175.643
   750	175.107
   751	174.599
   752	174.089
   753	173.555
   754	172.994
   755	172.429
   756	171.895
   757	171.428
   758	171.048
   759	170.76
   760	170.554
   761	170.417
   762	170.343
   763	170.334
   764	170.4
   765	170.557
   766	170.814
   767	171.173
   768	171.628
   769	172.162
   770	172.756
   771	173.385
   772	174.026
   773	174.653
   774	175.246
   775	175.793
   776	176.287
   777	176.726
   778	177.099
   779	177.388
   780	177.568
   781	177.614
   782	177.508
   783	177.256
   784	176.88
   785	176.418
   786	175.914
   787	175.399
   788	174.887
   789	174.375
   790	173.848
   791	173.292
   792	172.711
   793	172.124
   794	171.567
   795	171.082
   796	170.7
   797	170.434
   798	170.276
   799	170.193
   800	170.148
   801	170.107
   802	170.058
   803	170.014
   804	170.014
   805	170.112
   806	170.355
   807	170.771
   808	171.352
   809	172.054
   810	172.813
   811	173.556
   812	174.222
   813	174.777
   814	175.216
   815	175.558
   816	175.838
   817	176.088
   818	176.322
   819	176.529
   820	176.675
   821	176.714
   822	176.608
   823	176.346
   824	175.946
   825	175.461
   826	174.958
   827	174.502
   828	174.141
   829	173.896
   830	173.758
   831	173.703
   832	173.706
   833	173.755
   834	173.856
   835	174.026
   836	174.285
   837	174.641
   838	175.087
   839	175.599
   840	176.145
   841	176.685
   842	177.184
   843	177.609
   844	177.939
   845	178.164
   846	178.29
   847	178.329
   848	178.298
   849	178.216
   850	178.093
   851	177.93
   852	177.725
   853	177.478
   854	177.193
   855	176.885
   856	176.576
   857	176.286
   858	176.025
   859	175.79
   860	175.57
   861	175.35
   862	175.13
   863	174.919
   864	174.745
   865	174.633
   866	174.605
   867	174.667
   868	174.806
   869	174.999
   870	175.223
   871	175.46
   872	175.705
   873	175.963
   874	176.24
   875	176.538
   876	176.85
   877	177.154
   878	177.417
   879	177.597
   880	177.654
   881	177.554
   882	177.279
   883	176.835
   884	176.248
   885	175.556
   886	174.803
   887	174.023
   888	173.238
   889	172.453
   890	171.67
   891	170.896
   892	170.155
   893	169.49
   894	168.959
   895	168.62
   896	168.518
   897	168.676
   898	169.08
   899	169.692
   900	170.451
   901	171.29
   902	172.15
   903	172.99
   904	173.794
   905	174.564
   906	175.309
   907	176.034
   908	176.733
   909	177.383
   910	177.943
   911	178.371
   912	178.629
   913	178.702
