1 -98.1174 164.095
2 -98.2683 165.183
3 -98.4201 166.32
4 -98.5535 167.43
5 -98.6558 168.462
6 -98.7267 169.389
7 -98.7762 170.212
8 -98.8167 170.95
9 -98.854 171.624
10 -98.8826 172.245
11 -98.8872 172.802
12 -98.8478 173.269
13 -98.7489 173.605
14 -98.5856 173.779
15 -98.366 173.779
16 -98.1073 173.621
17 -97.8302 173.351
18 -97.5503 173.023
19 -97.2734 172.69
20 -96.996 172.375
21 -96.7067 172.072
22 -96.3921 171.749
23 -96.0393 171.367
24 -95.6407 170.898
25 -95.1962 170.338
26 -94.7132 169.718
27 -94.2045 169.086
28 -93.6829 168.499
29 -93.1591 167.999
30 -92.6421 167.608
31 -92.1377 167.316
32 -91.6486 167.094
33 -91.174 166.899
34 -90.7108 166.694
35 -90.2603 166.461
36 -89.8338 166.207
37 -89.4561 165.962
38 -89.1621 165.77
39 -88.988 165.671
40 -88.9584 165.691
41 -89.075 165.829
42 -89.3145 166.053
43 -89.635 166.315
44 -89.9888 166.56
45 -90.3341 166.746
46 -90.6429 166.86
47 -90.9028 166.914
48 -91.1121 166.942
49 -91.2725 166.985
50 -91.3829 167.071
51 -91.4365 167.206
52 -91.4203 167.37
53 -91.3199 167.527
54 -91.1238 167.641
55 -90.8255 167.688
56 -90.4247 167.672
57 -89.927 167.616
58 -89.3445 167.557
59 -88.6978 167.529
60 -88.0143 167.55
61 -87.3267 167.615
62 -86.667 167.702
63 -86.0635 167.782
64 -85.5382 167.834
65 -85.1026 167.857
66 -84.7617 167.87
67 -84.5165 167.906
68 -84.3658 168.003
69 -84.3086 168.189
70 -84.3443 168.475
71 -84.4712 168.85
72 -84.685 169.288
73 -84.9782 169.755
74 -85.3419 170.224
75 -85.7693 170.681
76 -86.2566 171.134
77 -86.8023 171.605
78 -87.3991 172.124
79 -88.0263 172.71
80 -88.6517 173.362
81 -89.2355 174.051
82 -89.7413 174.727
83 -90.1481 175.329
84 -90.4565 175.809
85 -90.6879 176.14
86 -90.8763 176.333
87 -91.0552 176.429
88 -91.2478 176.49
89 -91.4602 176.57
90 -91.6835 176.704
91 -91.8998 176.891
92 -92.0898 177.1
93 -92.2368 177.285
94 -92.3286 177.4
95 -92.3566 177.42
96 -92.3178 177.351
97 -92.2136 177.224
98 -92.0494 177.084
99 -91.8327 176.975
100 -91.5676 176.919
101 -91.2492 176.911
102 -90.8604 176.919
103 -90.3746 176.902
104 -89.7625 176.817
105 -89.0015 176.64
106 -88.0838 176.367
107 -87.0195 176.014
108 -85.8371 175.617
109 -84.5789 175.214
110 -83.2903 174.833
111 -82.0118 174.485
112 -80.7691 174.157
113 -79.5758 173.816
114 -78.4353 173.421
115 -77.3423 172.94
116 -76.2944 172.36
117 -75.3007 171.697
118 -74.3816 170.986
119 -73.5658 170.274
120 -72.8848 169.601
121 -72.3621 168.988
122 -72.0039 168.43
123 -71.7985 167.907
124 -71.7212 167.392
125 -71.7404 166.869
126 -71.8261 166.343
127 -71.953 165.84
128 -72.1017 165.399
129 -72.2568 165.054
130 -72.4045 164.825
131 -72.531 164.711
132 -72.623 164.694
133 -72.6669 164.743
134 -72.6512 164.827
135 -72.5661 164.928
136 -72.4037 165.04
137 -72.1567 165.174
138 -71.8189 165.345
139 -71.3863 165.568
140 -70.86 165.846
141 -70.2479 166.161
142 -69.5643 166.482
143 -68.8265 166.765
144 -68.0515 166.97
145 -67.254 167.074
146 -66.4448 167.08
147 -65.634 167.014
148 -64.831 166.922
149 -64.0448 166.848
150 -63.2859 166.82
151 -62.5618 166.843
152 -61.8746 166.897
153 -61.2221 166.951
154 -60.6027 166.975
155 -60.0199 166.955
156 -59.4876 166.897
157 -59.0277 166.826
158 -58.6618 166.775
159 -58.4002 166.766
160 -58.2353 166.809
161 -58.1421 166.89
162 -58.0872 166.986
163 -58.0421 167.07
164 -57.9926 167.124
165 -57.9431 167.149
166 -57.9077 167.167
167 -57.9017 167.211
168 -57.93 167.318
169 -57.9857 167.516
170 -58.051 167.819
171 -58.1058 168.218
172 -58.1329 168.687
173 -58.1219 169.192
174 -58.0707 169.703
175 -57.9872 170.2
176 -57.889 170.685
177 -57.8029 171.177
178 -57.7582 171.703
179 -57.7768 172.284
180 -57.8626 172.924
181 -57.9969 173.598
182 -58.141 174.259
183 -58.2518 174.852
184 -58.2976 175.33
185 -58.2726 175.675
186 -58.2013 175.898
187 -58.1325 176.04
188 -58.1253 176.158
189 -58.231 176.305
190 -58.4797 176.514
191 -58.8703 176.789
192 -59.3759 177.109
193 -59.9473 177.434
194 -60.5271 177.721
195 -61.0631 177.939
196 -61.5168 178.077
197 -61.8652 178.141
198 -62.1021 178.146
199 -62.2338 178.106
200 -62.2713 178.026
201 -62.2234 177.898
202 -62.0892 177.705
203 -61.8565 177.427
204 -61.5052 177.047
205 -61.0151 176.566
206 -60.374 175.999
207 -59.5837 175.371
208 -58.6641 174.718
209 -57.6505 174.07
210 -56.586 173.446
211 -55.5144 172.851
212 -54.4731 172.278
213 -53.4914 171.714
214 -52.5925 171.146
215 -51.795 170.572
216 -51.1144 169.998
217 -50.5565 169.44
218 -50.1177 168.912
219 -49.7843 168.423
